Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Armarouge,79,936,fire,psychic,,,,,17,,Incinerate,Psyshock,Heat Wave,2,3,5,50000
Kangaskhan,78.6,115,normal,none,,,,,21.5,,Mud Slap,Brick Break,Crunch,4,5,3,50000
Azumarill,78.6,184,water,fairy,,,,,43,,Bubble,Ice Beam,Play Rough,5,6,3,50000
Bewear,78.6,760,normal,fighting,,,,,17.5,,Shadow Claw,Superpower,Stomp,5,5,1,10000
Tauros,78.6,128,normal,none,,,,,21.5,,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Swellow (Shadow),78.5,277,normal,flying,,,,,29,,Wing Attack,Brave Bird,Sky Attack,7,7,1,10000
Marshtomp,78.4,259,water,ground,,,,,34.5,,Mud Shot,Surf,Sludge,5,5,3,10000
Tirtouga (Shadow),78.2,564,water,rock,,,,,46.5,,Water Gun,Surf,Body Slam,15,12,5,75000
Seismitoad,77.9,537,water,ground,,,,,22,,Mud Shot,Earth Power,Icy Wind,6,5,3,50000
Smoochum,77.8,238,ice,psychic,,,,,50,,Powder Snow,Psyshock,Ice Punch,5,5,5,10000
Espathra,77.4,956,psychic,none,,,,,22.5,,Confusion,Psyshock,Dazzling Gleam,3,4,3,50000
Vigoroth,77.4,288,normal,none,,,,,28.5,,Counter,Body Slam,Rock Slide,6,8,5,75000
Suicune,77.4,245,water,none,,,,,18.5,,Ice Fang,Bubble Beam,Scald,7,9,20,100000
Slowpoke,77.3,79,water,psychic,,,,,50,,Confusion,Psyshock,Water Pulse,3,4,3,50000
Palpitoad,77.3,536,water,ground,,,,,48,,Mud Shot,Water Pulse,Earth Power,6,6,3,50000
Slowpoke (Shadow),77.1,79,water,psychic,,,,,50,,Confusion,Psyshock,Water Pulse,3,4,3,50000
Volcanion,77,721,fire,water,,,,,15,,Incinerate,Scald,Overheat,3,3,20,100000
Buneary,76.9,427,normal,none,,,,,50,,Quick Attack,Swift,Fire Punch,5,5,3,50000
Carracosta (Shadow),76.7,565,water,rock,,,,,21.5,,Water Gun,Liquidation,Body Slam,15,12,5,75000
Omanyte (Shadow),76.6,138,rock,water,,,,,43,,Mud Shot,Rock Tomb,Rock Blast,6,5,5,75000
Watchog (Shadow),76.6,505,normal,none,,,,,31.5,,Low Kick,Crunch,Hyper Fang,6,7,1,10000
Tapu Fini,76.5,788,water,fairy,,,,,20,,Water Gun,Surf,Nature's Madness,15,17,20,100000
Wartortle (Shadow),76.5,8,water,none,,,,,47.5,,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Purugly (Shadow),76.4,432,normal,none,,,,,28.5,,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Hattrem,76.1,857,psychic,none,,,,,38.5,,Confusion,Psyshock,Dazzling Gleam,3,4,5,50000
Exploud,75.8,295,normal,none,,,,,24,,Astonish,Crunch,Boomburst,5,7,1,10000
Deoxys (Defense),75.7,386,psychic,none,,,,,23.5,,Counter,Psycho Boost,Thunderbolt,6,10,20,100000
Quaxwell,75.6,913,water,none,,,,,34,,Wing Attack,Aqua Jet,Aerial Ace,5,6,3,10000
Omanyte,75.6,138,rock,water,,,,,43,,Mud Shot,Rock Tomb,Rock Blast,6,5,5,75000
Exploud (Shadow),75.5,295,normal,none,,,,,24,,Astonish,Crunch,Boomburst,5,7,1,10000
Victini,75.5,494,psychic,fire,,,,,16.5,,Confusion,V-Create,Psyshock,3,3,20,100000
Prinplup (Shadow),75.4,394,water,none,,,,,36.5,,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Tauros (Aqua),75.3,128,fighting,water,,,,,20,,Double Kick,Aqua Jet,Trailblaze,4,4,3,50000
Ponyta (Galarian),75.2,77,psychic,none,,,,,36,,Psycho Cut,Swift,Play Rough,4,7,3,50000
Corsola,75.1,222,water,rock,,,,,49,,Bubble,Power Gem,Rock Blast,5,4,3,50000
Wartortle,75.1,8,water,none,,,,,47.5,,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Pyroar,75,668,fire,normal,,,,,20,,Incinerate,Flame Charge,Dark Pulse,3,3,3,10000
Porygon-Z,74.9,474,normal,none,,,,,17,,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Slowpoke (Galarian),74.9,79,psychic,none,,,,,50,,Confusion,Psyshock,Surf,3,4,3,50000
Grafaiai,74.9,945,poison,normal,,,,,24.5,,Mud Slap,Poison Fang,Sludge Bomb,4,5,3,50000
Ursaluna (Shadow),74.9,901,ground,normal,,,,,14.5,,Tackle,Swift,High Horsepower,12,20,3,50000
Herdier,74.9,507,normal,none,,,,,41.5,,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Raticate (Shadow),74.8,20,normal,none,,,,,34.5,,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Stantler,74.8,234,normal,none,,,,,26,,Tackle,Wild Charge,Stomp,15,14,3,50000
Aipom,74.7,190,normal,none,,,,,50,,Astonish,Swift,Aerial Ace,4,5,3,50000
Pidgeotto (Shadow),74.7,17,normal,flying,,,,,50,,Wing Attack,Air Cutter,Twister,5,5,1,10000
Heliolisk,74.6,695,electric,normal,,,,,21.5,,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Porygon-Z (Shadow),74.6,474,normal,none,,,,,17,,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Ribombee,74.6,743,bug,fairy,,,,,25.5,,Fairy Wind,Dazzling Gleam,Bug Buzz,7,7,1,10000
Golduck (Shadow),74.2,55,water,none,,,,,22.5,,Confusion,Cross Chop,Liquidation,3,4,3,50000
Purugly,73.8,432,normal,none,,,,,28.5,,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Bibarel,73.6,400,normal,water,,,,,31.5,,Rollout,Surf,Hyper Fang,4,4,1,10000
Jynx,73.6,124,ice,psychic,,,,,21.5,,Confusion,Avalanche,Psyshock,4,3,5,75000
Pidgeotto,73.4,17,normal,flying,,,,,50,,Wing Attack,Air Cutter,Twister,5,5,1,10000
Kadabra (Shadow),73.4,64,psychic,none,,,,,27,,Psycho Cut,Shadow Ball,Dazzling Gleam,6,7,3,50000
Huntail,73.2,367,water,none,,,,,23.5,,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Espurr,73.1,677,psychic,none,,,,,50,,Confusion,Psyshock,Energy Ball,3,4,3,50000
Persian (Shadow),73.1,53,normal,none,,,,,36.5,,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Mesprit,72.9,481,psychic,none,,,,,18,,Confusion,Swift,Future Sight,3,5,20,100000
Litleo,72.9,667,fire,normal,,,,,48.5,,Incinerate,Flame Charge,Crunch,3,3,3,10000
Basculin,72.8,550,water,none,,,,,27,,Water Gun,Aqua Tail,Aqua Jet,12,14,1,10000
Cloyster (Shadow),72.6,91,water,ice,,,,,22,,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Ursaluna,72.2,901,ground,normal,,,,,14.5,,Tackle,Swift,High Horsepower,12,20,3,50000
Heliolisk (Shadow),72.2,695,electric,normal,,,,,21.5,,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Floette,72.1,670,fairy,none,,,,,44,,Vine Whip,Dazzling Gleam,Psychic,7,7,3,50000
Slowking (Shadow),72,199,water,psychic,,,,,22,,Confusion,Surf,Blizzard,4,6,3,50000
Tirtouga,71.9,564,water,rock,,,,,46.5,,Water Gun,Surf,Body Slam,15,12,5,75000
Teddiursa,71.8,216,normal,none,,,,,49.5,,Lick,Swift,Cross Chop,12,12,3,50000
Gothitelle,71.5,576,psychic,none,,,,,23,,Confusion,Rock Slide,Future Sight,4,5,3,50000
Stufful,71.5,759,normal,fighting,,,,,49.5,,Tackle,Superpower,Stomp,14,14,1,10000
Corphish (Shadow),71.4,341,water,none,,,,,50,,Bubble,Aqua Jet,Vise Grip,4,4,3,50000
Mr. Rime,71.3,866,ice,psychic,,,,,19.5,,Confusion,Icy Wind,Psychic,4,4,5,75000
Watchog,71.1,505,normal,none,,,,,31.5,,Low Kick,Crunch,Hyper Fang,6,7,1,10000
Slowking,71,199,water,psychic,,,,,22,,Confusion,Surf,Blizzard,4,6,3,50000
Poliwhirl (Shadow),71,61,water,none,,,,,50,,Bubble,Scald,Mud Bomb,5,5,3,50000
Ambipom (Shadow),70.9,424,normal,none,,,,,23,,Astonish,Aerial Ace,Low Sweep,5,4,3,50000
Porygon,70.8,137,normal,none,,,,,35.5,,Tackle,Discharge,Signal Beam,14,19,3,50000
Granbull,70.7,210,fairy,none,,,,,22,,Snarl,Close Combat,Crunch,4,4,3,50000
Delcatty,70.6,301,normal,none,,,,,46.5,,Feint Attack,Wild Charge,Disarming Voice,8,8,3,50000
Omastar,70.6,139,rock,water,,,,,20,,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Porygon (Shadow),70.6,137,normal,none,,,,,35.5,,Tackle,Discharge,Signal Beam,14,19,3,50000
Croconaw,70.5,159,water,none,,,,,35.5,,Water Gun,Ice Punch,Water Pulse,14,17,3,10000
Beheeyem,70.4,606,psychic,none,,,,,20,,Confusion,Rock Slide,Dark Pulse,4,4,3,50000
Mantyke,70.1,458,water,flying,,,,,50,,Bubble,Water Pulse,Aerial Ace,5,5,5,10000
Kyogre (Shadow),70,382,water,none,,,,,13,,Waterfall,Avalanche,Surf,5,5,20,100000
Mr. Mime (Galarian),69.7,122,ice,psychic,,,,,27,,Confusion,Ice Punch,Triple Axel,3,4,5,75000
